canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,prompt,caption
Franz Schubert,"Sonata in B-flat Major, D. 962",train,2009,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.wav,220.9212534,"Composer:Franz Schubert;Title:Sonata in B-flat Major, D. 962","The Sonata in B-flat Major, D. 962 by Franz Schubert is a remarkable piece that showcases the composer's mastery of the piano. The key of B-flat Major provides a bright and joyful atmosphere throughout the composition. The melody flows elegantly, with beautiful lyrical passages intertwined with virtuosic sections. The style of this sonata can be described as classical, with a touch of romanticism. Typical chord progressions include sequences of major and minor chords, creating harmonic richness and emotional depth."
Franz Schubert,"Sonata in B-flat Major, D. 963",train,2009,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.wav,515.9289713,"Composer:Franz Schubert;Title:Sonata in B-flat Major, D. 963","The Sonata in B-flat Major, D. 963 by Franz Schubert is a magnificent piano composition that is characterized by its majestic and confident atmosphere. The melody flows gracefully, showcasing Schubert's gift for lyrical and expressive writing. This classic piece exhibits the composer's mastery of the Romantic style, with its rich harmonies and soaring passages. The typical chord progressions within this sonata demonstrate Schubert's ability to create both tension and resolution, adding depth and emotional intensity to the composition."
Franz Schubert,"Sonata in B-flat Major, D960",train,2004,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.wav,902.3210561,"Composer:Franz Schubert;Title:Sonata in B-flat Major, D960","The Sonata in B-flat Major, D960 by Franz Schubert is a profound and introspective work. The key of B-flat major imparts a sense of serenity, with its warm and majestic character. The soaring and lyrical melodies in this sonata evoke a range of emotions, from tender and melancholic to exuberant and joyful. Schubert's style in this piece merges classical forms with romantic expression, incorporating beautiful harmonies and delicate ornamentations. Typical chord progressions include rich and harmonically complex sequences that enhance the depth and emotional intensity of the music."
Franz Schubert,"Sonata in C  Minor, D. 958",train,2009,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_01_WAV.wav,475.9837655,"Composer:Franz Schubert;Title:Sonata in C  Minor, D. 958","Schubert's Sonata in C Minor, D. 958 is a powerful and expressive piano composition. The key of C minor sets a somber and melancholic mood throughout the piece, creating a sense of dramatic intensity. The melody in this sonata is characterized by its richness and complexity, featuring poignant motifs and expressive variations. Schubert's signature style shines through with his seamless blending of classical and romantic elements, showcasing his ability to blend emotional depth with technical brilliance. The typical chord progressions in this sonata include strong tonic-dominant relationships, creating tension and resolution, and highlighting the deep emotional impact of the piece."
Franz Schubert,"Sonata in C  Minor, D. 959",train,2009,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.wav,488.3635608,"Composer:Franz Schubert;Title:Sonata in C  Minor, D. 959","The Sonata in C Minor, D. 959 by Franz Schubert is a masterpiece that showcases his exceptional talent. In this piece, expect a somber and melancholic atmosphere throughout, with the key of C minor setting the dramatic tone. The haunting and beautiful melody intertwines with passages of technical virtuosity, highlighting Schubert's ability to merge emotion and technique seamlessly. The style of this sonata reflects Schubert's late works, with a blend of classical structure and romantic expressions. Typical chord progressions in this piece include variations of minor chords, diminished chords, and sequences that enhance the passionate and introspective nature of the composition."
Franz Schubert,"Sonata in C  Minor, D. 960",train,2009,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_03_WAV.wav,203.632275,"Composer:Franz Schubert;Title:Sonata in C  Minor, D. 960","Sonata in C Minor, D. 960 by Franz Schubert is a captivating piece known for its expressive and profound nature. The key of C minor adds a touch of melancholy and intensity to the composition. The melody is characterized by its lyrical and introspective quality, with Schubert's signature use of beautiful and flowing lines. The piece falls under the romantic style of piano music, featuring contrasting dynamics, subtle nuances, and emotional depth. Typical chord progressions in this sonata include passages with dramatic modulations, chromatic harmonies, and poignant unresolved tensions, creating a haunting and mesmerizing experience for the listener."
Franz Schubert,"Sonata in C  Minor, D. 961",train,2009,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_04_WAV.wav,521.6421066,"Composer:Franz Schubert;Title:Sonata in C  Minor, D. 961","Sonata in C Minor, D. 961 by Franz Schubert is a haunting and introspective piano piece. The key of C Minor gives it a brooding and dramatic tone, filled with emotional depth. The melody in this sonata showcases Schubert's signature lyrical style, with beautiful and expressive themes that evoke a sense of melancholy and longing. The style of the piece is characterized by Schubert's rich harmonic language, with lush chord progressions and unexpected harmonic shifts that add complexity and depth to the music."
Franz Schubert,"Sonata in C Major, D840",test,2009,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_01_WAV.wav,704.2567744,"Composer:Franz Schubert;Title:Sonata in C Major, D840","The Sonata in C Major, D840 by Franz Schubert is a captivating piano composition. It showcases the key of C major with its bright and joyful character. The melody is melodically rich, encompassing elegant runs and decorative passages, while maintaining a sense of balance and classical refinement. The style of this sonata follows the classical tradition, with an emphasis on clear structure and graceful phrasing. Typical chord progressions include the use of traditional harmonic patterns, such as the circle of fifths and tonic-dominant relationships, enhancing the overall harmonic richness of the piece."
Franz Schubert,"Sonata in C Major, D841",test,2009,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_02_WAV.wav,540.3453464,"Composer:Franz Schubert;Title:Sonata in C Major, D841","The Sonata in C Major by Franz Schubert, also known as D. 841, is a beautiful piano composition that showcases the key of C major. The melody of this song is characterized by its lyricism, graceful flow, and delicate nuances. In terms of style, Schubert's Sonata combines elements of classical and romantic eras, with its expressive and emotional qualities. Typical chord progressions in this piece include the use of triads, arpeggios, and occasional chromatic modulations, all contributing to its rich harmonic texture."
Franz Schubert,"Sonata in C Major, D842",validation,2009,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_03_WAV.wav,312.5784802,"Composer:Franz Schubert;Title:Sonata in C Major, D842","The Sonata in C Major, D842 by Franz Schubert is characterized by its joyful and exuberant key of C major. The melody flows gracefully throughout the piece, filled with charming motifs and beautiful lyricism. The style of this sonata is quintessentially Schubertian, featuring a perfect blend of Classical elegance and Romantic expressiveness. Typical chord progressions seen in this piece include the use of tonic and dominant chords, creating a sense of harmonic stability and resolution."
Franz Schubert,"Sonata in C Major, D843",test,2009,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_04_WAV.wav,529.4145347,"Composer:Franz Schubert;Title:Sonata in C Major, D843","The Sonata in C Major, D843 by Franz Schubert is a delightful piece known for its lively and exuberant character. It captivates the listeners with its beautiful melody that is full of playful and uplifting motifs throughout the piece. The style of the sonata can be described as a blend of Classical and Romantic elements, showcasing Schubert's unique melodic gift and expressive storytelling. Typical chord progressions in this sonata include bold and rich harmonies that complement the joyful atmosphere of the piece."
Franz Schubert,"Sonata in C Minor, D. 958",train,2009,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_01_WAV.wav,480.3627675,"Composer:Franz Schubert;Title:Sonata in C Minor, D. 958","Franz Schubert's Sonata in C Minor, D. 958 is a profound and emotionally intense piano composition. The key of C minor lends a dark and melancholic atmosphere to the piece. The melody is characterized by dramatic and expressive passages, showcasing Schubert's ability to evoke intense emotions through his music. Its style is deeply rooted in the Romantic era, combining elements of classical form with rich harmonies and lyrical melodies. The typical chord progressions found in this sonata include chromaticism, sudden modulations, and dynamic contrasts, all contributing to its captivating and evocative nature."
Franz Schubert,"Sonata in C Minor, D. 958 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_07_R2_2014_wav.midi,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_07_R2_2014_wav.wav,1790.898316,"Composer:Franz Schubert;Title:Sonata in C Minor, D. 958 (Complete)","Franz Schubert's Sonata in C Minor, D. 958 is a profound and emotionally charged piano piece. With a hauntingly beautiful melody, this composition showcases Schubert's ability to juxtapose dark and dramatic moments with tender and lyrical passages. The style of this sonata epitomizes the Romantic era, filled with contrasting dynamics, expressive nuances, and elaborate ornamentations. Typical chord progressions in this sonata include dramatic and intense sequences that enhance the emotional depth of the music, often featuring chromatic harmonies and modulations to build tension and create a captivating journey for the listener."
Franz Schubert,"Sonata in C Minor, D. 959",train,2009,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_02_WAV.wav,469.549477,"Composer:Franz Schubert;Title:Sonata in C Minor, D. 959","The Sonata in C Minor, D. 959 by Franz Schubert is a captivating piano piece filled with passion and melancholy. The key of C minor sets the dramatic mood, evoking a sense of longing and introspection. The melody, characterized by its expressive phrasing, weaves intricate motifs and beautiful lyrical lines. In terms of style, this piece showcases Schubert's mastery of Romantic-era techniques, with its rich harmonies and dynamic contrasts. Typical chord progressions in this sonata include minor scales and arpeggios, creating an atmosphere of emotional intensity and depth."
Franz Schubert,"Sonata in C Minor, D. 960",train,2009,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_03_WAV.wav,166.6210941,"Composer:Franz Schubert;Title:Sonata in C Minor, D. 960","The Sonata in C Minor, D. 960 by Franz Schubert is a poignant and introspective piano composition. In this piece, the key of C minor creates a somber and melancholic atmosphere. The melody is both lyrical and haunting, featuring lush harmonies and expressive phrasing. The style of the sonata is deeply romantic, characterized by Schubert's signature lyricism and emotional depth. Typical chord progressions in this piece include dark and dramatic sequences that heighten the sense of pathos and drama throughout the composition."
Franz Schubert,"Sonata in C Minor, D. 961",train,2009,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.wav,520.2198323,"Composer:Franz Schubert;Title:Sonata in C Minor, D. 961","The Sonata in C Minor, D. 961 by Franz Schubert is a profound and emotionally charged piece. The key of C minor sets a dark and intense atmosphere throughout the composition. The melody is characterized by its lyrical and expressive nature, often alternating between powerful and tender moments. The style of the sonata is rooted in the Romantic era, containing rich harmonies and virtuosic passages. Typical chord progressions include dramatic shifts between minor and major tonalities, adding to the overall emotional depth of the piece."
